n,s,t,ex(n;Kst),count,last_ops,structures
8,1,5,16,1,product,"P(S(1,1,1,1),S(1,1,1,1))"
8,1,6,20,1,product,"P(S(P(1,1),P(1,1)),S(P(1,1),P(1,1)))"
8,1,7,24,1,product,"P(S(1,1),S(1,1),S(1,1),S(1,1))"
8,1,8,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,1,9,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,1,10,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,1,11,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,1,12,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,2,2,10,1,product,"P(1,S(1,P(1,1),P(1,1),P(1,1)))"
8,2,3,13,1,product,"P(1,S(1,P(1,1,1),P(1,1,1)))"
8,2,4,16,1,product,"P(1,S(P(1,1,1),P(1,1,1,1)))"
8,2,5,20,1,product,"P(S(P(1,1),P(1,1)),S(P(1,1),P(1,1)))"
8,2,6,23,1,product,"P(1,S(1,P(1,1)),S(1,P(1,1,1)))"
8,2,7,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,2,8,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,2,9,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,2,10,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,2,11,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,2,12,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,3,3,19,1,product,"P(1,1,S(P(1,1,1),P(1,1,1)))"
8,3,4,20,1,product,"P(1,1,S(P(1,1),P(1,1,1,1)))"
8,3,5,24,1,product,"P(S(1,1),S(1,1),S(1,1),S(1,1))"
8,3,6,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,3,7,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,3,8,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,3,9,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,3,10,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,3,11,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,3,12,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,4,4,24,1,product,"P(1,1,1,S(1,P(1,1,1,1)))"
8,4,5,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,4,6,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,4,7,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,4,8,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,4,9,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,4,10,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,4,11,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,4,12,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,5,5,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,5,6,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,5,7,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,5,8,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,5,9,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,5,10,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,5,11,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,5,12,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,6,6,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,6,7,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,6,8,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,6,9,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,6,10,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,6,11,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,6,12,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,7,7,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,7,8,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,7,9,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,7,10,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,7,11,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,7,12,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,8,8,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,8,9,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,8,10,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,8,11,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,8,12,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,9,9,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,9,10,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,9,11,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,9,12,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,10,10,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,10,11,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,10,12,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,11,11,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,11,12,28,1,product,"P(1,1,1,1,1,1,1,1)"
8,12,12,28,1,product,"P(1,1,1,1,1,1,1,1)"
9,1,1,0,1,sum,"S(1,1,1,1,1,1,1,1,1)"
9,1,2,4,1,sum,"S(1,P(1,1),P(1,1),P(1,1),P(1,1))"
9,1,3,9,1,sum,"S(P(1,1,1),P(1,1,1),P(1,1,1))"
9,1,4,13,1,sum,"S(P(1,1,1,1),P(S(1,1),S(1,P(1,1))))"
9,1,5,16,2,sum,"S(P(1,1,1,1),P(1,1,1,1,1));S(1,P(S(1,1,1,1),S(1,1,1,1)))"
9,1,6,22,1,product,"P(S(1,1,1,1),S(1,P(1,1),P(1,1)))"
9,1,7,27,1,product,"P(S(1,1,1),S(1,1,1),S(1,1,1))"
9,1,8,31,1,product,"P(S(1,1),S(1,1),S(1,1),S(1,P(1,1)))"
9,1,9,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,1,10,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,1,11,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,1,12,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,2,2,12,1,product,"P(1,S(P(1,1),P(1,1),P(1,1),P(1,1)))"
9,2,3,15,1,product,"P(1,S(P(1,1),P(1,1,1),P(1,1,1)))"
9,2,4,20,1,product,"P(1,S(P(1,1,1,1),P(1,1,1,1)))"
9,2,5,21,1,product,"P(1,S(P(1,1,1),P(1,1,1,1,1)))"
9,2,6,28,1,product,"P(1,S(P(1,1),P(1,1)),S(P(1,1),P(1,1)))"
9,2,7,30,3,product,"P(1,S(1,P(1,1)),S(1,P(1,1,1,1)));P(1,S(1,P(1,1,1)),S(1,P(1,1,1)));P(S(1,P(1,1)),S(1,P(1,1)),S(1,P(1,1)))"
9,2,8,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,2,9,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,2,10,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,2,11,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,2,12,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,3,3,21,2,product,"P(1,1,S(1,P(1,1,1),P(1,1,1)));P(S(1,1),S(P(1,1,1),P(S(1,1),S(1,1))))"
9,3,4,24,1,product,"P(1,1,S(P(1,1,1),P(1,1,1,1)))"
9,3,5,26,2,product,"P(1,1,S(P(1,1),P(1,1,1,1,1)));P(S(1,1),S(1,P(S(1,1),S(1,1),S(1,1))))"
9,3,6,30,3,product,"P(1,1,S(1,P(1,1,1,1,1,1)));P(1,S(1,P(1,1,1)),S(1,P(1,1,1)));P(S(1,1),S(1,1),S(1,P(1,1,1,1)))"
9,3,7,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,3,8,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,3,9,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,3,10,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,3,11,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,3,12,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,4,4,28,1,product,"P(1,1,1,S(P(1,1),P(1,1,1,1)))"
9,4,5,31,1,product,"P(1,1,1,S(1,P(1,1,1,1,1)))"
9,4,6,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,4,7,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,4,8,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,4,9,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,4,10,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,4,11,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,4,12,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,5,5,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,5,6,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,5,7,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,5,8,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,5,9,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,5,10,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,5,11,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,5,12,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,6,6,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,6,7,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,6,8,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,6,9,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,6,10,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,6,11,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,6,12,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,7,7,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,7,8,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,7,9,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,7,10,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,7,11,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,7,12,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,8,8,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,8,9,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,8,10,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,8,11,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,8,12,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,9,9,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,9,10,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,9,11,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,9,12,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,10,10,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,10,11,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,10,12,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,11,11,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,11,12,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
9,12,12,36,1,product,"P(1,1,1,1,1,1,1,1,1)"
10,1,1,0,1,sum,"S(1,1,1,1,1,1,1,1,1,1)"
10,1,2,5,1,sum,"S(P(1,1),P(1,1),P(1,1),P(1,1),P(1,1))"
10,1,3,10,1,sum,"S(P(1,1,1),P(1,1,1),P(S(1,1),S(1,1)))"
10,1,4,15,1,sum,"S(P(1,1,1,1),P(S(1,1,1),S(1,1,1)))"
10,1,5,20,1,sum,"S(P(1,1,1,1,1),P(1,1,1,1,1))"
10,1,6,25,1,product,"P(S(1,1,1,1,1),S(1,1,1,1,1))"
10,1,7,30,1,product,"P(S(1,1,1,1),S(P(1,1,1),P(1,1,1)))"
10,1,8,35,1,product,"P(S(1,1,1),S(1,1,1),S(P(1,1),P(1,1)))"
10,1,9,40,1,product,"P(S(1,1),S(1,1),S(1,1),S(1,1),S(1,1))"
10,1,10,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,1,11,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,1,12,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,2,2,13,1,product,"P(1,S(1,P(1,1),P(1,1),P(1,1),P(1,1)))"
10,2,3,18,1,product,"P(1,S(P(1,1,1),P(1,1,1),P(1,1,1)))"
10,2,4,21,1,product,"P(1,S(1,P(1,1,1,1),P(1,1,1,1)))"
10,2,5,25,1,product,"P(1,S(P(1,1,1,1),P(1,1,1,1,1)))"
10,2,6,29,2,product,"P(1,S(1,P(S(P(1,1),P(1,1)),S(P(1,1),P(1,1)))));P(S(1,P(1,1),P(1,1)),S(1,P(1,1),P(1,1)))"
10,2,7,35,1,product,"P(1,S(P(1,1),P(1,1)),S(P(1,1),P(1,1,1)))"
10,2,8,39,1,product,"P(1,S(1,P(1,1)),S(1,P(1,1)),S(1,P(1,1)))"
10,2,9,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,2,10,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,2,11,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,2,12,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,3,3,24,2,product,"P(1,1,S(P(1,1),P(1,1,1),P(1,1,1)));P(S(1,1),S(P(S(1,1),S(1,1)),P(S(1,1),S(1,1))))"
10,3,4,29,1,product,"P(1,1,S(P(1,1,1,1),P(1,1,1,1)))"
10,3,5,30,1,product,"P(1,1,S(P(1,1,1),P(1,1,1,1,1)))"
10,3,6,33,4,product,"P(1,1,S(P(1,1),P(1,1,1,1,1,1)));P(S(P(1,1),P(1,1,1)),S(P(1,1),P(1,1,1)));P(S(1,P(S(1,1),S(1,1))),S(P(1,1),P(1,1,1)));P(S(1,P(S(1,1),S(1,1))),S(1,P(S(1,1),S(1,1))))"
10,3,7,40,1,product,"P(S(1,1),S(1,1),S(1,1),S(1,1),S(1,1))"
10,3,8,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,3,9,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,3,10,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,3,11,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,3,12,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,4,4,33,1,product,"P(1,1,1,S(P(1,1,1),P(1,1,1,1)))"
10,4,5,35,1,product,"P(1,1,1,S(P(1,1),P(1,1,1,1,1)))"
10,4,6,39,1,product,"P(1,1,1,S(1,P(1,1,1,1,1,1)))"
10,4,7,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,4,8,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,4,9,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,4,10,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,4,11,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,4,12,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,5,5,40,2,product,"P(1,1,1,1,S(1,P(1,1,1,1,1)));P(S(1,1),S(1,1),S(1,1),S(1,1),S(1,1))"
10,5,6,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,5,7,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,5,8,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,5,9,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,5,10,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,5,11,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,5,12,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,6,6,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,6,7,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,6,8,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,6,9,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,6,10,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,6,11,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,6,12,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,7,7,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,7,8,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,7,9,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,7,10,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,7,11,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,7,12,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,8,8,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,8,9,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,8,10,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,8,11,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,8,12,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,9,9,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,9,10,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,9,11,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,9,12,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,10,10,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,10,11,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,10,12,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,11,11,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,11,12,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
10,12,12,45,1,product,"P(1,1,1,1,1,1,1,1,1,1)"
11,1,1,0,1,sum,"S(1,1,1,1,1,1,1,1,1,1,1)"
11,1,2,5,1,sum,"S(1,P(1,1),P(1,1),P(1,1),P(1,1),P(1,1))"
11,1,3,11,1,sum,"S(P(1,1,1),P(S(1,1),S(1,1)),P(S(1,1),S(1,1)))"
11,1,4,16,1,sum,"S(P(S(1,1),S(1,P(1,1))),P(S(1,1,1),S(1,1,1)))"
11,1,5,22,1,sum,"S(P(1,1,1,1,1),P(S(1,1),S(1,1),S(1,1)))"
11,1,6,25,2,sum,"S(P(1,1,1,1,1),P(1,1,1,1,1,1));S(1,P(S(1,1,1,1,1),S(1,1,1,1,1)))"
11,1,7,33,1,product,"P(S(1,1,1,1,1),S(P(1,1),P(1,1),P(1,1)))"
11,1,8,38,1,product,"P(S(1,P(1,1),P(1,1)),S(P(1,1,1),P(1,1,1)))"
11,1,9,44,1,product,"P(S(1,1,1),S(P(1,1),P(1,1)),S(P(1,1),P(1,1)))"
11,1,10,49,1,product,"P(S(1,1),S(1,1),S(1,1),S(1,1),S(1,P(1,1)))"
11,1,11,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,1,12,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,2,2,15,1,product,"P(1,S(P(1,1),P(1,1),P(1,1),P(1,1),P(1,1)))"
11,2,3,19,1,product,"P(1,S(1,P(1,1,1),P(1,1,1),P(1,1,1)))"
11,2,4,23,1,product,"P(1,S(P(1,1),P(1,1,1,1),P(1,1,1,1)))"
11,2,5,30,1,product,"P(1,S(P(1,1,1,1,1),P(1,1,1,1,1)))"
11,2,6,31,2,product,"P(1,S(P(1,1,1,1),P(1,1,1,1,1,1)));P(1,S(P(1,1),P(S(P(1,1),P(1,1)),S(P(1,1),P(1,1)))))"
11,2,7,39,1,product,"P(1,S(1,P(1,1),P(1,1)),S(1,P(1,1),P(1,1)))"
11,2,8,43,2,product,"P(1,S(P(1,1),P(1,1)),S(P(1,1),P(1,1,1,1)));P(1,S(P(1,1),P(1,1,1)),S(P(1,1),P(1,1,1)))"
11,2,9,48,1,product,"P(1,S(1,P(1,1)),S(1,P(1,1)),S(1,P(1,1,1)))"
11,2,10,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,2,11,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,2,12,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,3,3,28,1,product,"P(1,1,S(P(1,1,1),P(1,1,1),P(1,1,1)))"
11,3,4,31,1,product,"P(1,1,S(1,P(1,1,1,1),P(1,1,1,1)))"
11,3,5,35,1,product,"P(1,1,S(P(1,1,1,1),P(1,1,1,1,1)))"
11,3,6,37,1,product,"P(1,1,S(P(1,1,1),P(1,1,1,1,1,1)))"
11,3,7,43,1,product,"P(1,S(P(1,1),P(1,1,1)),S(P(1,1),P(1,1,1)))"
11,3,8,48,2,product,"P(1,1,S(1,P(1,1,1)),S(1,P(1,1,1,1)));P(S(1,1),S(1,1),S(1,1),S(1,P(1,1,1,1)))"
11,3,9,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,3,10,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,3,11,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,3,12,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,4,4,39,1,product,"P(1,1,1,S(P(1,1,1,1),P(1,1,1,1)))"
11,4,5,40,1,product,"P(1,1,1,S(P(1,1,1),P(1,1,1,1,1)))"
11,4,6,43,1,product,"P(1,1,1,S(P(1,1),P(1,1,1,1,1,1)))"
11,4,7,48,2,product,"P(1,1,1,S(1,P(1,1,1,1,1,1,1)));P(S(1,1),S(1,P(1,1)),S(1,P(1,1)),S(1,P(1,1)))"
11,4,8,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,4,9,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,4,10,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,4,11,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,4,12,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,5,5,45,1,product,"P(1,1,1,1,S(P(1,1),P(1,1,1,1,1)))"
11,5,6,49,1,product,"P(1,1,1,1,S(1,P(1,1,1,1,1,1)))"
11,5,7,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,5,8,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,5,9,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,5,10,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,5,11,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,5,12,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,6,6,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,6,7,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,6,8,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,6,9,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,6,10,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,6,11,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,6,12,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,7,7,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,7,8,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,7,9,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,7,10,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,7,11,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,7,12,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,8,8,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,8,9,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,8,10,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,8,11,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,8,12,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,9,9,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,9,10,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,9,11,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,9,12,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,10,10,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,10,11,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,10,12,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,11,11,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,11,12,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,12,12,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
12,1,1,0,1,sum,"S(1,1,1,1,1,1,1,1,1,1,1,1)"
12,1,2,6,1,sum,"S(P(1,1),P(1,1),P(1,1),P(1,1),P(1,1),P(1,1))"
12,1,3,12,2,sum,"S(P(1,1,1),P(1,1,1),P(1,1,1),P(1,1,1));S(P(S(1,1),S(1,1)),P(S(1,1),S(1,1)),P(S(1,1),S(1,1)))"
12,1,4,18,2,sum,"S(P(1,1,1,1),P(1,1,1,1),P(1,1,1,1));S(P(S(1,1,1),S(1,1,1)),P(S(1,1,1),S(1,1,1)))"
12,1,5,24,2,sum,"S(P(S(1,1),S(1,1),S(1,1)),P(S(1,1),S(1,1),S(1,1)));S(P(1,1,1,1,1),P(S(1,1,1),S(P(1,1),P(1,1))))"
12,1,6,30,1,sum,"S(P(1,1,1,1,1,1),P(1,1,1,1,1,1))"
12,1,7,36,1,product,"P(S(1,1,1,1,1,1),S(1,1,1,1,1,1))"
12,1,8,42,2,product,"P(S(1,1,1,1,1),S(P(1,1,1),P(S(1,1),S(1,1))));P(S(P(1,1),P(1,1),P(1,1)),S(P(1,1),P(1,1),P(1,1)))"
12,1,9,48,2,product,"P(S(1,1,1,1),S(1,1,1,1),S(1,1,1,1));P(S(P(1,1,1),P(1,1,1)),S(P(1,1,1),P(1,1,1)))"
12,1,10,54,2,product,"P(S(1,1,1),S(1,1,1),S(1,1,1),S(1,1,1));P(S(P(1,1),P(1,1)),S(P(1,1),P(1,1)),S(P(1,1),P(1,1)))"
12,1,11,60,1,product,"P(S(1,1),S(1,1),S(1,1),S(1,1),S(1,1),S(1,1))"
12,1,12,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
12,2,2,16,1,product,"P(1,S(1,P(1,1),P(1,1),P(1,1),P(1,1),P(1,1)))"
12,2,3,21,1,product,"P(1,S(P(1,1),P(1,1,1),P(1,1,1),P(1,1,1)))"
12,2,4,26,1,product,"P(1,S(P(1,1,1),P(1,1,1,1),P(1,1,1,1)))"
12,2,5,32,1,product,"P(1,S(P(1,1,1,1,1),P(S(1,P(1,1)),S(1,P(1,1)))))"
12,2,6,36,1,product,"P(1,S(P(1,1,1,1,1),P(1,1,1,1,1,1)))"
12,2,7,42,1,product,"P(S(P(1,1),P(1,1),P(1,1)),S(P(1,1),P(1,1),P(1,1)))"
12,2,8,49,1,product,"P(1,S(1,P(1,1),P(1,1)),S(P(1,1,1),P(1,1,1)))"
12,2,9,54,1,product,"P(S(P(1,1),P(1,1)),S(P(1,1),P(1,1)),S(P(1,1),P(1,1)))"
12,2,10,58,3,product,"P(1,S(1,P(1,1)),S(1,P(1,1)),S(1,P(1,1,1,1)));P(1,S(1,P(1,1)),S(1,P(1,1,1)),S(1,P(1,1,1)));P(S(1,P(1,1)),S(1,P(1,1)),S(1,P(1,1)),S(1,P(1,1)))"
12,2,11,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
